,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Sales +,16,20,18,28,28,25,26,34,36,23,24,39,49
Expenses +,10,12,13,16,16,16,16,18,20,14,14,20,27
Operating Profit,6,8,5,12,11,9,10,16,16,9,10,19,22
OPM %,36%,38%,29%,44%,41%,37%,39%,47%,45%,38%,41%,48%,44%
Other Income +,0,0,0,0,0,1,1,1,1,1,1,1,1
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,2,2,2,1,1,1,1,1,1,1,2,1,2
Profit before tax,4,6,4,11,10,8,9,15,15,9,10,18,21
Tax %,27%,25%,26%,25%,25%,26%,25%,25%,25%,25%,26%,26%,25%
Net Profit +,3,5,3,8,8,6,7,11,12,6,7,14,16
EPS in Rs,23.31,34.92,22.85,63.77,58.38,48.46,52.62,86.92,89.15,49.46,55.38,104.31,123.46
Raw PDF,,,,,,,,,,,,,
